機種ID,メーカーID,メーカー名,パチンコ/スロット区分,PW機種コード,機種名,機種名カナ,検索用機種名カナ,機種グループ,機種ジャンル,販売年月日,予定販売台数,機種URL,MAX設置台数,MAX設置台数記録日,MAX設置店舗数,MAX設置店舗数記録日,備考,登録日時,更新日時,機種タイプ,確変タイプ,確率タイプ,大当り確率,高確率時確率,確変突入率,確変継続率,確変継続率タイプ,潜伏確変有無,賞球数,カウント数,ラウンド数,コインサイズ,機種タイプ,ARTタイプ,1G純増枚数,1G純増枚数タイプ,テーブル管理有無,天井ゲーム数,ボーナス獲得枚数,ART獲得枚数,ボーナス・ART確率,出玉率,型式名,検定日(東京),検定番号,PB機,管理遊技機,機種区分,設定,遊タイム,ラッキートリガー,デカヘソ,PB機,高射幸性機,メダルレス,規則区分,ボーナストリガー,みなし機,メーカーグループID,メーカーグループ名,公示日東京都検定,P区分,S区分,コード
102973,49,ニューギン,1,p4148,ワンダフルポリスＲ,ワンダフルポリス,ワンダフルポリス,9999,1,20060319,,,37,41640,18,41591,,2014/1/14 10:21,,4,5,4,299.8,,,,8,2,3&5&10&15,9,2or8or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,4148
102974,33,大一,1,p4149,ＣＲダイナマイトクイーン,ダイナマイトクイーン,ダイナマイトクイーン,9999,1,20060416,,http://img.d777.jp/machine/pachinko/dynamiteking/dynamitequeen/index.html,29,41591,23,41591,,2014/1/14 10:21,,1,1,8,99.25,9.93,70,70,4,2,3&9&10,9,2or10,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,4149
102975,33,大一,1,p4150,ＣＲダイナマイトキング,ダイナマイトキング,ダイナマイトキング,9999,1,20060416,,http://img.d777.jp/machine/pachinko/dynamiteking/dynamitequeen/index.html,58,41591,27,41591,,2014/1/14 10:21,,1,1,4,275.7,27.57,83,83,3,2,3&10&12,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,E,,4150
102976,49,ニューギン,1,p4152,ＣＲマイケル・ジャクソンＳＢ５５Ｆ,マイケルジャクソン,マイケルジャクソン,9999,3,20060416,,,1,43355,1,43355,,2014/1/14 10:21,,1,1,2,367.8,37.72,55,55,6,2,4&3&8&14,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,4152
102977,49,ニューギン,1,p4153,ＣＲマイケル・ジャクソンＳＢ５５,マイケルジャクソン,マイケルジャクソン,9999,3,20060416,,,,,,,,2014/1/14 10:21,,1,1,2,355.8,36.49,55,55,6,2,3&7&8&14,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,4153
102978,49,ニューギン,1,p4154,ＣＲマイケル・ジャクソンＭＢ６０,マイケルジャクソン,マイケルジャクソン,9999,3,20060416,,,1,2018/8/8 0:00,1,2018/8/8 0:00,,2014/1/14 10:21,,1,1,1,389.8,39.97,60,60,5,2,3&7&8&15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,4154
102979,49,ニューギン,1,p4155,ＣＲマイケル・ジャクソンＭＥ６７,マイケルジャクソン,マイケルジャクソン,9999,3,20060416,,,8,2017/12/20 0:00,2,2017/12/13 0:00,,2014/1/14 10:21,,1,1,1,395.8,40.59,66.7,66.7,5,2,3&7&8&15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,4155
102980,61,平和,1,p4161,ＣＲエースをねらえ！ＡＳ,エースヲネラエ,エースヲネラエ,9999,2,20060507,,,,,,,,2014/1/14 10:21,,1,1,4,299.5,30,56,56,6,2,3&4&10&14,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,4161
102981,61,平和,1,p4162,ＣＲエースをねらえ！ＥＳ,エースヲネラエ,エースヲネラエ,9999,2,20060507,,,,,,,,2014/1/14 10:21,,1,1,2,367.7,36.8,66,66,5,2,3&4&10&14,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,4162
102982,61,平和,1,p4163,ＣＲエースをねらえ！ＭＪ,エースヲネラエ,エースヲネラエ,9999,2,20060507,,,,,,,,2014/1/14 10:21,,1,1,1,395.7,39.6,66,66,5,2,3&4&10&15,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,4163
102983,9,エース電研,1,p4164,ＣＲパチンコマンＴＲＮ,パチンコマン,パチンコマン,9999,1,20060507,,http://www.pachinko-live.com/machine/pm/index.html,,,,,,2014/1/14 10:21,,1,1,3,315.5,31.55,54.2,54.2,6,2,3&4&10&14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,4164
102984,9,エース電研,1,p4165,ＣＲパチンコマンＴＬＸ,パチンコマン,パチンコマン,9999,1,20060507,,http://www.pachinko-live.com/machine/pm/index.html,,,,,,2014/1/14 10:21,,1,1,2,369.5,36.95,63.3,63.3,5,2,3&4&10&14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,4165
102985,9,エース電研,1,p4166,ＣＲパチンコマンＴＲＸ,パチンコマン,パチンコマン,9999,1,20060507,,http://www.pachinko-live.com/machine/pm/index.html,,,,,,2014/1/14 10:21,,1,1,1,398.5,39.85,66.7,66.7,5,2,3&4&10&14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,4166
102986,49,ニューギン,1,p4167,ＣＲ極上パロディウスＬＸ５０,ゴクジョウパロディウス,ゴクジョウパロディウス,9999,2,20060507,,,,,,,,2014/1/14 10:21,,1,2,5,239.7,39.94,49.5,49.5,7,2,3&4&10&15,9,16or14,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,4167
102987,49,ニューギン,1,p4168,ＣＲ極上パロディウスＬＥ５７,ゴクジョウパロディウス,ゴクジョウパロディウス,9999,2,20060507,,,,,,,,2016/3/29 16:33,42458.68971,1,1,2,339.7,42.46,57,57,6,2,3&4&10;&15;,9,16or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,4168
102988,79,ＳＡＮＫＹＯ,1,p4169,ＣＲＦパワフルＺＥＲＯＳＴ４,パワフルゼロ,パワフルゼロ,9999,1,20060507,,,91,41591,68,41591,,2014/1/14 10:21,,1,2,6,183.6,18.4,100,100,1,2,6&13,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,4169
102989,79,ＳＡＮＫＹＯ,1,p4170,ＣＲＦパワフルＺＥＲＯＳＴ７,パワフルゼロ,パワフルゼロ,9999,1,20060507,,,32,41668,13,41640,,2014/1/14 10:21,,1,2,5,225.2,22.5,100,100,1,2,5&15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,E,,4170
102990,60,藤商事,1,p4172,ＣＲマツケンサンバⅡＦ１,マツケンサンバ,マツケンサンバ,9999,3,20060507,,http://www.fujimarukun.co.jp/products/enjoy/scoop/scoop11/index.html,,,,,,2014/1/14 10:21,,1,1,1,397,39.7,64,64,5,2,3&4&10&14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,藤商事,,,,4172
102991,24,サミー,1,p4173,ＣＲフレディＶＳジェイソンＬＳＶＡ,フレディ―ブイエスジェイソン,フレディ―ブイエスジェイソン,9999,3,20060521,,http://www.sammy.co.jp/japanese/product/pachinko/freddy-jason/index.html,,,,,,2015/6/2 15:27,2015/6/2 15:27,1,2,5,248.2,24.8,100,100,1,2,3&13&15,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,サミー,,,,4173
102992,24,サミー,1,p4174,ＣＲフレディＶＳジェイソンＭＶＷＡ,フレディ―ブイエスジェイソン,フレディ―ブイエスジェイソン,9999,3,20060521,,http://www.sammy.co.jp/japanese/product/pachinko/freddy-jason/index.html,,,,,,2014/1/14 10:21,,1,2,1,394.8,39.5,67,67,5,2,3&13&15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,サミー,,,,4174
102993,24,サミー,1,p4175,ＣＲフレディＶＳジェイソンＳＶＷＡ,フレディ―ブイエスジェイソン,フレディ―ブイエスジェイソン,9999,3,20060521,,http://www.sammy.co.jp/japanese/product/pachinko/freddy-jason/index.html,,,,,,2014/1/14 10:21,,1,1,2,368.2,36.8,63.6,63.6,5,2,3&13&15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,サミー,,,,4175
102994,38,高尾,1,p4176,ＣＲ子連れ狼Ｂ６７,コヅレオオカミ,コヅレオオカミ,9999,3,20060521,,http://www.takao.gr.jp/product/2006/ookami.html,0,41640,4,41640,,2014/1/14 10:21,,1,1,2,367.1,36.71,66.7,66.7,5,2,3&4&10&14,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,高尾,,,,4176
102995,26,三洋,1,p4177,ＣＲスーパー海物語Ｍ５５Ｘ,スーパーウミモノガタリ,スーパーウミモノガタリ,9999,1,20060521,,http://www.sanyobussan.co.jp/products/pk_supersea/index.html,156,42718,27,42746,,2014/1/14 10:21,,1,1,3,309.5,32.57,50,50,6,2,3&5&10&14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,三洋,,E,,4177
102996,26,三洋,1,p4178,ＣＲスーパー海物語Ｍ５５Ｗ,スーパーウミモノガタリ,スーパーウミモノガタリ,9999,1,20060521,,http://www.sanyobussan.co.jp/products/pk_supersea/index.html,56,41794,29,41591,,2014/1/14 10:21,,1,1,2,369.5,36.95,60,60,5,2,3&5&10&14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,三洋,,,,4178
102997,49,ニューギン,1,p4181,ＣＲ超激海２ＭＫ,チョウゲキウミ,チョウゲキウミ,9999,1,20060507,,,,,,,,2014/1/14 10:21,,4,5,10,,,,,8,2,,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,4181
102998,21,京楽,1,p4182,ＣＲチェッカーズＳＴＦ１,チェッカーズ,チェッカーズ,9999,3,20060604,,http://www.kyoraku.co.jp/product_site/2006/checkers/index.html,9,2013/11/13 0:00,15,2013/11/13 0:00,,2014/1/14 10:21,,1,2,8,97.7,9.77,100,100,1,2,3&4&12,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,京楽,,,,4182
102999,21,京楽,1,p4183,ＣＲチェッカーズＭ６２ＴＦ７,チェッカーズ,チェッカーズ,9999,3,20060604,,http://www.kyoraku.co.jp/product_site/2006/checkers/index.html,,,,,,2016/3/29 16:32,42458.68895,1,1,2,337,,62,62,5,2,3&4&13;&14;,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,京楽,,,,4183
103000,21,京楽,1,p4184,ＣＲたぬ吉くん　３個返しバージョン,タヌキチクン,タヌキチクン,9999,1,20060507,,http://www.kyoraku.co.jp/product_site/2006/tanukichi/index.html,31,2013/11/13 0:00,24,2013/11/13 0:00,,2014/1/14 10:21,,2,5,9,1,,,,8,2,3&4&10,10,1or3or5or7or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,京楽,,,,4184
103001,21,京楽,1,p4185,ＣＲたぬ吉くん　４個返しバージョン,タヌキチクン,タヌキチクン,9999,1,20060507,,http://www.kyoraku.co.jp/product_site/2006/tanukichi/index.html,31,41640,20,41591,,2014/1/14 10:21,,2,5,9,1,,,,8,2,4&10,10,1or3or5or7or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,京楽,,,,4185
103002,48,西陣,1,p4186,ＣＲ人造人間キカイダーＧＲＸ,ジンゾウニンゲンキカイダー,ジンゾウニンゲンキカイダー,9999,3,20060416,,,,,,,,2014/1/14 10:21,,1,1,1,397,,70,70,4,2,3&10&15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,4186
103003,48,西陣,1,p4187,ＣＲ人造人間キカイダーＧＲＺ,ジンゾウニンゲンキカイダー,ジンゾウニンゲンキカイダー,9999,3,20060416,,http://www.nishijin.co.jp/jp/product-p/2006-2005/kikaida-hakaida/index.html,,,,,,2016/3/29 16:28,2016/3/29 16:28,1,1,2,331,,70,70,4,2,3&10;&15;,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,4187
103004,48,西陣,1,p4188,花満開煌ＳＶ,ハナマンカイキラメキ,ハナマンカイキラメキ,9999,1,20060507,,http://www.nishijin.co.jp/jp/product-p/2006-2005/hana_kirameki/index.html,37,2013/11/13 0:00,14,2013/11/13 0:00,,2014/1/14 10:21,,4,5,6,189.5,,,,8,2,4&10&14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,4188
103005,48,西陣,1,p4189,ＣＲ花満開煌ＧＬ,ハナマンカイキラメキ,ハナマンカイキラメキ,9999,1,20060507,,http://www.nishijin.co.jp/jp/product-p/2006-2005/hana_kirameki/index.html,11,2014/1/1 0:00,17,2013/11/13 0:00,,2014/1/14 10:21,,1,1,7,109,10.9,50,50,6,2,4&10&13,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,4189
103006,56,ビスティ,1,p4190,ＣＲ真・三國無双ＭＦ‐Ｔ,シンサンゴクムソウ,シンサンゴクムソウ,9999,2,20060521,,,,,,,,2014/1/14 10:21,,1,1,4,295.2,35.2,55,55,6,2,3&4&10&15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,4190
103007,56,ビスティ,1,p4191,ＣＲ真・三國無双ＶＦ‐Ｔ,シンサンゴクムソウ,シンサンゴクムソウ,9999,2,20060521,,,,,,,,2014/1/14 10:21,,1,1,1,399.6,40,72,72,4,2,3&4&10&13,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,4191
103008,56,ビスティ,1,p4192,ＣＲ真・三國無双ＳＦ‐Ｔ,シンサンゴクムソウ,シンサンゴクムソウ,9999,2,20060521,,,,,,,,2014/1/14 10:21,,1,1,1,399.6,40,63,63,5,2,3&4&10&15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,4192
103009,36,タイヨーエレック,1,p4194,ＣＲ大陸物語ＣＸ,タイリクモノガタリ,タイリクモノガタリ,9999,1,20060604,,http://www.taiyoelec.co.jp/user/pachinko/products/dairiku/,8,2013/11/13 0:00,8,2013/11/13 0:00,,2014/1/14 10:21,,1,2,8,97.7,9.77,100,100,1,2,3&4&10&14,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,サミー,,,,4194
103010,36,タイヨーエレック,1,p4195,ＣＲ大陸物語ＮＴＸ,タイリクモノガタリ,タイリクモノガタリ,9999,1,20060604,,http://www.taiyoelec.co.jp/user/pachinko/products/dairiku/,,,,,,2014/1/14 10:21,,1,1,2,369.5,36.95,70,70,4,2,3&4&10&14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,サミー,,,,4195
103011,48,西陣,1,p4196,ＣＲ爆走Ｒ２４１　羽根物ＲＳＺ,バクソウルート,バクソウルート,9999,1,20060604,,http://www.nishijin.co.jp/jp/product-p/2006-2005/bakusou_h/index.html,0,42151,1,42151,,2014/1/14 10:21,,2,5,9,1,,,,8,2,11&10&3,10,3or7or16,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,4196
103012,48,西陣,1,p4197,爆走Ｒ２４１　羽根物ＲＳＴＧ,バクソウルート,バクソウルート,9999,1,20060604,,http://www.nishijin.co.jp/jp/product-p/2006-2005/bakusou_h/index.html,7,41640,4,41591,,2014/1/14 10:21,,2,5,9,1,,,,8,2,11&10&3,10,3or7or16,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,4197
103013,49,ニューギン,1,p4198,ＣＲ極上パロディウスＮＣＥ８０Ｆ,ゴクジョウパロディウス,ゴクジョウパロディウス,9999,2,20060507,,,1,2013/11/13 0:00,2,2013/11/13 0:00,,2014/1/14 10:21,,1,2,8,94.33,9.43,80,80,3,2,4&10&11&15,9,5or16,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,4198
103014,61,平和,1,p4200,マハラジャＶ,マハラジャ,マハラジャ,9999,3,20060604,,,7,41640,6,41591,,2014/1/14 10:21,,4,5,5,204.5,,,,8,2,5&3&10&14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,4200
103015,61,平和,1,p4201,ＣＲマハラジャＴＳ,マハラジャ,マハラジャ,9999,3,20060604,,,,,,,,2014/1/14 10:21,,1,1,4,288.5,28.8,55,55,6,2,3&10&14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,4201
103016,61,平和,1,p4202,ＣＲマハラジャＰＪ,マハラジャ,マハラジャ,9999,3,20060604,,,3,2014/1/22 0:00,3,2014/1/22 0:00,,2014/1/14 10:21,,1,1,8,99.2,9.9,50,50,6,2,3&10&15,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,4202
103017,61,平和,1,p4203,ＣＲマハラジャＴＪ,マハラジャ,マハラジャ,9999,3,20060604,,,,,,,,2014/1/14 10:21,,1,1,2,375.5,37.5,65,65,5,2,3&10&15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,4203
103018,16,奥村,1,p4204,ＣＲ解体屋ゲンＷ,カイタイヤゲン,カイタイヤゲン,9999,2,20060604,,http://www.okumura-yuuki.com/products/2006/details_kg/index.html,3,2015/5/6 0:00,1,2015/5/6 0:00,,2014/1/14 10:21,,1,2,8,89.7,,100,100,1,2,4&10&13,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,奥村,,,,4204
103019,16,奥村,1,p4205,ＣＲ解体屋ゲンＸ,カイタイヤゲン,カイタイヤゲン,9999,2,20060604,,http://www.okumura-yuuki.com/products/2006/details_kg/index.html,,,,,,2014/1/14 10:21,,1,1,6,189.5,,63,63,5,2,3&4&10&14,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,奥村,,,,4205
103020,16,奥村,1,p4206,ＣＲ解体屋ゲンＹ,カイタイヤゲン,カイタイヤゲン,9999,2,20060604,,http://www.okumura-yuuki.com/products/2006/details_kg/index.html,,,,,,2014/1/14 10:21,,1,4,4,299.5,,75,75,4,2,3&4&10&14,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,奥村,,,,4206
103021,16,奥村,1,p4207,ＣＲ解体屋ゲンＺ,カイタイヤゲン,カイタイヤゲン,9999,2,20060604,,http://www.okumura-yuuki.com/products/2006/details_kg/index.html,,,,,,2016/3/29 15:29,42458.64527,1,1,2,323.5,32.4,58,58,6,2,3&4&10;&14;,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,奥村,,,,4207
103022,33,大一,1,p4208,ＣＲ中森明菜・歌姫伝説ＡＸ,ナカモリアキナウタヒメデンセツ,ナカモリアキナウタヒメデンセツ,9999,3,20060625,,http://img.d777.jp/machine/pachinko/utahimedensetsu/index.html,11,2014/4/9 0:00,2,2014/4/9 0:00,,2014/1/14 10:21,,1,1,3,315.5,31.55,63,63,5,2,3&4&10&14,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,4208
103023,49,ニューギン,1,p4209,ＣＲ新影の軍団ＳＣＦ６０,シンカゲノグンダン,シンカゲノグンダン,9999,3,20060611,,,1,41640,1,41640,,2014/1/14 10:21,,1,1,3,309.25,30.93,60,60,5,2,3&4&8&14,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,4209
103024,49,ニューギン,1,p4210,ＣＲ新影の軍団ＳＣＦ６８,シンカゲノグンダン,シンカゲノグンダン,9999,3,20060611,,,,,,,,2014/1/14 10:21,,1,1,2,367.75,36.78,68,68,5,2,3&4&8&14,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,ニューギン,,,,4210
103025,79,ＳＡＮＫＹＯ,1,p4211,ＣＲＦスーパースタジアムＴＲ,スーパースタジアム,スーパースタジアム,9999,1,20060604,,,,,,,,2014/1/14 10:21,,1,1,4,256,,,,8,2,3&4&10&15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,4211
103026,79,ＳＡＮＫＹＯ,1,p4212,ＣＲＦスーパースタジアムＭＲ,スーパースタジアム,スーパースタジアム,9999,1,20060604,,,9,2014/1/1 0:00,8,2013/11/13 0:00,,2014/1/14 10:21,,1,2,8,97.5,9.8,100,100,1,2,3&4&10&15,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,4212
103027,33,大一,1,p4213,ＣＲ中森明菜・歌姫伝説ＢＸ,ナカモリアキナウタヒメデンセツ,ナカモリアキナウタヒメデンセツ,9999,3,20060625,,http://img.d777.jp/machine/pachinko/utahimedensetsu/index.html,2,2014/3/5 0:00,1,2014/3/5 0:00,,2014/1/14 10:21,,1,1,1,398.5,39.85,72,72,4,2,3&4&10&14,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,4213
103028,33,大一,1,p4214,ＣＲ中森明菜・歌姫伝説ＣＸ,ナカモリアキナウタヒメデンセツ,ナカモリアキナウタヒメデンセツ,9999,3,20060625,,http://img.d777.jp/machine/pachinko/utahimedensetsu/index.html,19,41591,21,41591,,2014/1/14 10:21,,1,1,8,99.25,9.925,50,50,6,2,3&4&10&13,9,2or4or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,4214
103029,33,大一,1,p4215,ＣＲ中森明菜・歌姫伝説ＤＸ,ナカモリアキナウタヒメデンセツ,ナカモリアキナウタヒメデンセツ,9999,3,20060625,,http://img.d777.jp/machine/pachinko/utahimedensetsu/index.html,3,41780,3,42060,,2014/1/14 10:21,,1,1,4,299.5,29.95,55,55,6,2,4&10&14,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,4215
103030,22,銀座,1,p4216,ＣＲ満月の夜に昇天したいＬＶＷ,マンゲツノヨルニショウテンシタイ,マンゲツノヨルニショウテンシタイ,9999,1,20060618,,,,,,,,2014/1/14 10:21,,1,1,4,278.9,27.9,56,56,6,2,3&13&14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,サミー,,,,4216
103031,22,銀座,1,p4217,ＣＲ満月の夜に昇天したいＳＶＷ,マンゲツノヨルニショウテンシタイ,マンゲツノヨルニショウテンシタイ,9999,1,20060618,,,,,,,,2014/1/14 10:21,,1,1,2,368.2,36.8,63.5,63.5,5,2,3&13&15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,サミー,,,,4217
103032,22,銀座,1,p4218,ＣＲ満月の夜に昇天したいＳＴＡ,マンゲツノヨルニショウテンシタイ,マンゲツノヨルニショウテンシタイ,9999,1,20060618,,,0,2014/1/1 0:00,2,2014/1/1 0:00,,2014/1/14 10:21,,1,2,8,99.1,9.9,100,100,1,2,3&13&15,10,4or13,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,サミー,,,,4218
103033,33,大一,1,p4219,開け！チューリップＳ,ヒラケチューリップ,ヒラケチューリップ,9999,1,20060604,,,4,2014/1/1 0:00,2,2014/1/1 0:00,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,4219
103034,33,大一,1,p4220,ＣＲ開け！チューリップＳ,ヒラケチューリップ,ヒラケチューリップ,9999,1,20060604,,,1,41640,1,41640,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,大一,,,,4220
103035,61,平和,1,p4224,ひらけ！ペンギンアイランド,ヒラケペンギンアイランド,ヒラケペンギンアイランド,9999,1,20060604,,,30,41640,9,41640,,2014/1/14 10:21,,4,5,10,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,平和,,,,4224
103036,24,サミー,1,p4227,ＣＲ北斗の拳ＳＴＶ,ホクトノケン,ホクトノケン,9999,2,20070701,,http://www.sammy.co.jp/japanese/product/pachinko/cr_hokutonoken/index.html,167,2013/11/13 0:00,214,2013/11/13 0:00,,2014/1/14 10:21,,1,2,8,80.1,,100,100,1,1,3&13&15,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,サミー,,,,4227
103037,79,ＳＡＮＫＹＯ,1,p4228,志村ワールドＥＸ,シムラワールド,シムラワールド,9999,3,20060611,,,5,2014/1/29 0:00,7,2014/1/1 0:00,,2014/1/14 10:21,,4,5,8,11.7,,,,8,2,5&10,8,3or8or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,4228
103038,79,ＳＡＮＫＹＯ,1,p4229,ＣＲ志村ワールドＧＰ,シムラワールド,シムラワールド,9999,3,20060611,,,1,2014/1/1 0:00,1,2014/1/1 0:00,,2014/1/14 10:21,,1,1,8,11.7,,,,8,2,5&10,8,3or8or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,4229
103039,79,ＳＡＮＫＹＯ,1,p4230,ＣＲ志村ワールドＳＰ,シムラワールド,シムラワールド,9999,3,20060611,,,0,2014/1/1 0:00,1,2014/1/1 0:00,,2014/1/14 10:21,,1,1,8,11,,,,8,2,3&5&10&15,8,3or8or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,4230
103040,56,ビスティ,1,p4231,ＣＲ男一匹ガキ大将ＭＦ‐ＴＬ,オトコイッピキガキダイショウ,オトコイッピキガキダイショウ,9999,2,20060702,,,,,,,,2016/3/29 15:27,42458.64391,1,1,2,329.3,32.9,62,62,5,2,3&4&10;&15;,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,4231
103041,56,ビスティ,1,p4232,ＣＲ男一匹ガキ大将ＳＦ‐Ｔ,オトコイッピキガキダイショウ,オトコイッピキガキダイショウ,9999,2,20060702,,,,,,,,2014/1/14 10:21,,1,1,1,399.6,40,66,66,5,2,3&4&10&15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,ＳＡＮＫＹＯ,,,,4232
103042,60,藤商事,1,p4233,ＣＲサンダーバード３Ｋ,サンダーバード,サンダーバード,9999,3,20060702,,http://www.fujimarukun.co.jp/products/enjoy/scoop/scoop12/index.html,,,,,,2014/1/14 10:21,,1,1,1,397,39.7,72,72,4,2,3&4&10&15,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,藤商事,,,,4233
103043,48,西陣,1,p4235,ＣＲジャッキー・チェンＧＬ,ジャッキー・チェン,ジャッキー・チェン,9999,3,20060709,,http://www.nishijin.co.jp/jp/product-p/2006-2005/jc/index.html,2,2014/1/1 0:00,1,2014/1/1 0:00,,2014/1/14 10:21,,1,1,7,109,10.9,50,50,6,2,4&10&13,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,4235
103044,48,西陣,1,p4236,ＣＲジャッキー・チェンＧＳ,ジャッキー・チェン,ジャッキー・チェン,9999,3,20060709,,http://www.nishijin.co.jp/jp/product-p/2006-2005/jc/index.html,,,,,,2014/1/14 10:21,,1,1,2,354.5,35.5,50,50,6,2,4&10&14,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,4236
103045,48,西陣,1,p4237,ＣＲジャッキー・チェンＧＬＦＴ,ジャッキー・チェン,ジャッキー・チェン,9999,3,20060709,,http://www.nishijin.co.jp/jp/product-p/2006-2005/jc/index.html,,,,,,2014/1/14 10:21,,1,1,3,306.5,30.7,54,54,6,2,3&10&13,9,2or15,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,西陣,,,,4237
