機種ID,メーカーID,メーカー名,パチンコ/スロット区分,PW機種コード,機種名,機種名カナ,検索用機種名カナ,機種グループ,機種ジャンル,販売年月日,予定販売台数,機種URL,MAX設置台数,MAX設置台数記録日,MAX設置店舗数,MAX設置店舗数記録日,備考,登録日時,更新日時,機種タイプ,確変タイプ,確率タイプ,大当り確率,高確率時確率,確変突入率,確変継続率,確変継続率タイプ,潜伏確変有無,賞球数,カウント数,ラウンド数,コインサイズ,機種タイプ,ARTタイプ,1G純増枚数,1G純増枚数タイプ,テーブル管理有無,天井ゲーム数,ボーナス獲得枚数,ART獲得枚数,ボーナス・ART確率,出玉率,型式名,検定日(東京),検定番号,PB機,管理遊技機,機種区分,設定,遊タイム,ラッキートリガー,デカヘソ,PB機,高射幸性機,メダルレス,規則区分,ボーナストリガー,みなし機,メーカーグループID,メーカーグループ名,公示日東京都検定,P区分,S区分,コード
202218,18,オリンピア,2,p7337,マジックモンスター３ぶっちぎり！魔界グランプリ,マジックモンスターブッチギリマカイグランプリ,マジックモンスターブッチギリマカイグランプリ,9999,1,20140420,10000,http://www.olympia.co.jp/newmachine/mm3/index.html,4849,41766,2901,41885,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,2,1,2.6,2,2,666,,,,96.6% 97.9% 100.3% 104.2% 108.5% 113.4%,マジックモンスター３Ｊ２,20140331,3S1249,,,,,,,,,,,,,●,45,平和,2014/3/31,,E,7337
202221,12,エレコ,2,p7340,緑ドンＶＩＶＡ２,ミドリドンビバ,ミドリドンビバ,9999,1,20140420,50000,http://midoridon.jp/,28743,2014/5/21 0:00,6277,2014/7/23 0:00,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,3,1,2.4,3,2,1280,,,,,緑ドンＶＩＶＡ２ＭＲ,20140303,3S1228,,,,,,,,,●,,,,●,30,ユニバーサル,2014/3/3,,E,7340
202226,15,岡崎産業,2,p7345,スロットジャックポット,スロットジャックポット,スロットジャックポット,9999,1,20140302,,,65,41983,54,41983,,2014/3/5 13:23,2014/3/5 13:23,,,,,,,,,,,,,1,1,5,,8,2,,,,,,スロットジャックポット,20121204,2S0772,,,,,,,,,,,,,●,33,岡崎産業,2012/12/4,,E,7345
202229,52,パイオニア,2,p7348,ハイハイハイビ-３０,ハイハイハイビ,ハイハイハイビ,9999,1,20140330,3000,http://www.slot-pioneer.co.jp/product/haihai_haibi/index.html,512,41808,159,42389,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,2,1,5,,8,2,,,,,,ハイビＧＸ‐３０,20140310,3S0695,,,,,,,,,,,,,●,24,パイオニア,2014/3/10,,E,7348
202231,11,エマ,2,p7350,ニューペガサス,ニューペガサス,ニューペガサス,9999,1,20140420,,,361,42060,208,41962,,2014/6/12 20:51,2014/6/12 20:51,,,,,,,,,,,,,1,1,5,,8,2,,,,,,ニューペガサス,20140331,3S1253,,,,,,,,,,,,,●,10,エマ,2014/3/31,,E,7350
202235,24,サミー,2,p7354,ロストアイランド,ロストアイランド,ロストアイランド,9999,1,20140511,5000,http://www.sammy.co.jp/japanese/product/pachislot/lostisland/,3711,41787,1522,41955,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,2,1,3,1,1,777,,,,,ロストアイランドＸＡ,20140317,4S0077,,,,,,,,,●,,,,●,16,サミー,2014/3/17,,E,7354
202240,49,ニューギン,2,p7359,サムライチャンプルー流転輪廻,サムライチャンプルールテンリンネ,サムライチャンプルールテンリンネ,9999,2,20140506,10000,http://www.newgin.co.jp/pub/machine/champloo/,5599,41787,3281,41885,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,3,1,2,3,2,999,,,,,サムライチャンプルー流転輪廻Ｘ,20140210,3S1053,,,,,,,,,,,,,●,22,ニューギン,2014/2/10,,E,7359
202252,79,ＳＡＮＫＹＯ,2,p7371,マクロスフロンティア２,パチスロマクロスフロンティア,パチスロマクロスフロンティア,9999,2,20140506,25000,http://www.sankyo-fever.co.jp/special/sun/index.html?r=top_ban_l,23749,41822,7444,42011,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,3,1,2.4,3,1,1280,,,,,パチスロ　マクロスフロンティア２Ｇ,20140421,4S0166,,,,,,,,,,,,,●,6,ＳＡＮＫＹＯ,2014/4/21,,E,7371
202254,35,タイヨー,2,p7373,ハイサイ蝶特急ターボ,ハイサイチョウトッキュウターボ,ハイサイチョウトッキュウターボ,9999,1,20140518,,http://www.taiyo-slot.co.jp/tyoutokkyuturbo/,568,41822,457,41885,,2014/7/9 11:39,2014/7/9 11:39,,,,,,,,,,,,,1,2,1,3,1,2,77,,,,,ハイサイ蝶特急ターボＡ,20140414,4S0120,,,,,,,,,,,,,●,19,タイヨー,2014/4/14,,,7373
202256,14,オーイズミ,2,p7382,スーパーマリン‐３０,スーパーマリン,スーパーマリン,9999,1,20140302,,,83,41794,7,41990,,2014/4/15 17:31,2014/4/15 17:31,,,,,,,,,,,,,2,1,5,,8,2,,,,,,,,,,,,,,,,,,,,,,12,オーイズミ,,,,7382
202257,81,ＳＮＫプレイモア,2,p7385,餓狼伝説ＰＲＥＭＩＵＭ,ガロウデンセツ,ガロウデンセツ,9999,2,20140601,9000,http://slot.snkplaymore.co.jp/official/garou_premium/,5361,41822,2702,41997,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,2,1,2.8,2,1,993,,,,,ガロウデンセツプレミアムＢＢ,20140428,4S0203,,,,,,,,,●,,,,●,7,ＳＮＫプレイモア,2014/4/28,,,7385
202267,76,ＫＰＥ,2,p7386,麻雀格闘倶楽部,マージャンファイトクラブ,マージャンファイトクラブ,9999,2,20140525,7000,http://www.kpenet.jp/slot/mfc/,4936,41969,3953,42403,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,3,1,2,3,2,33周期,,,,97.1% 98.5% 100.2% 104.5% 108.1% 113.2%,麻雀格闘倶楽部ＫＫ,20140310,4S0037,,,,,,,,,,,,,●,15,コナミ,2014/3/10,,E,7386
202269,68,山佐,2,p7388,ケロット３,ケロット,ケロット,9999,1,20140601,8000,http://www1.yamasa.co.jp/klt3/,6055,41843,3492,42214,,2015/2/9 18:03,2015/2/9 18:03,,,,,,,,,,,,,1,1,5,,8,2,,ＢＢ312枚 ＲＢ104枚,,,,ケロット３ＥＥ,20140331,4S0119,,,,,,,,,,,,,●,37,山佐,2014/3/31,,E,7388
202270,3,アクロス,2,p7389,Ｂ‐ＭＡＸ,ビーマックス,ビーマックス,9999,1,20140525,7000,http://b-max777.com/,3639,41808,2216,41808,,2015/5/21 12:35,2015/5/21 12:35,,,,,,,,,,,,,1,5,1,0.7,6,2,,ＢＢ約316枚　ＲＢ112枚,,,,ビーマックスＭＡ,20140428,4S0204,,,,,,,,,,,,,●,30,ユニバーサル,2014/4/28,,E,7389
202271,75,ＪＩＮ,2,p7390,メイドルナイト,メイドルナイト,メイドルナイト,9999,1,20140518,1000,,313,41801,237,41885,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,2,1,2.9,2,1,1280,,,,97.4% 98.5% 101.4% 106.5% 111.3% 116.8%,メイドルナイト,20140407,3S1208,,,,,,,,,,,,,●,4,ＪＩＮ,2014/4/7,,,7390
202277,18,オリンピア,2,p7396,戦国乙女剣戟に舞う白き剣聖西国参戦編,センゴクオトメケンゲキニマウシロキケンセイサイゴクサンセンヘン,センゴクオトメケンゲキニマウシロキケンセイサイゴクサンセンヘン,9999,1,20140601,15000,http://www.olympia.co.jp/newmachine/saigokuotome/index.html,16868,41822,6310,42130,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,3,1,2,3,2,20周期or1059,,,,96.5% 98.1% 100.6% 103.9% 107.2% 113.4%,戦国乙女剣戟に舞う白き剣聖西国参戦編Ｌ２,20140428,4S0175,,,,,,,,,,,,,●,45,平和,2014/4/28,,E,7396
202284,51,ネット,2,p7403,シンデレラブレイド２,シンデレラブレイド,シンデレラブレイド,9999,1,20141005,20000,http://www.net-fun.co.jp/cinderella2/index.html,15133,41948,5413,42011,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,2,5,2.3,3,2,25周期,,,,,シンデレラ×ブレイド２ＮＤ,20140908,4S0686,,,,,,,,,●,,,,●,23,ネット,2014/9/8,,E,7403
202285,36,タイヨーエレック,2,p7405,御伽屋ＨＡＮＺＯ,オトギヤハンゾー,オトギヤハンゾー,9999,1,20140525,4000,http://www.taiyoelec.co.jp/user/patchislo/products/hanzo/index.html,1329,41822,1019,41976,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,3,1,2,3,2,999,,,,,御伽屋ＨＡＮＺＯ　ＺＺ,20140210,3S1188,,,,,,,,,,,,,●,16,サミー,2014/2/10,,E,7405
202286,24,サミー,2,p7407,蒼天の拳２,ソウテンノケン,ソウテンノケン,9999,2,20140615,60000,http://www.sammy.co.jp/japanese/product/pachislot/souten2/,64614,41843,9025,41969,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,2,1,2.7,2,2,777,,,,,Ｔ蒼天の拳２ＺＺ,20140825,4S0714,,,,,,,,,●,,,,●,16,サミー,2014/8/25,,E,7407
202287,52,パイオニア,2,p7413,テンパイラッシュ,テンパイラッシュ,テンパイラッシュ,9999,1,20140615,2000,http://www.slot-pioneer.co.jp/product/tenpairush/index.html,208,41843,161,41829,,2015/2/9 18:03,2015/2/9 18:03,,,,,,,,,,,,,1,1,5,,8,2,,ＢＢ300枚 ＲＢ100枚,,,97% 99% 101% 103% 106% 110%,テンパイラッシュＫ１,20140428,4S0055,,,,,,,,,,,,,●,24,パイオニア,2014/4/28,,E,7413
202288,26,三洋,2,p7415,サイボーグ００９（三洋）,サイボーグゼロゼロナイン,サイボーグゼロゼロナイン,9999,2,20140706,10000,http://www.sanyobussan.co.jp/products/slot_009/,3797,41878,2508,42158,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,2,1,2.5,2,2,1009,,,,,パチスロサイボーグ００９ＫＥ,20140303,4S0006,,,,,,,,,,,,,●,36,三洋,2014/3/3,,E,7415
202297,68,山佐,2,p7424,鉄拳３ｒｄ,テッケンサード,テッケンサード,9999,2,20140706,40000,http://www1.yamasa.co.jp/tk3/,31579,41878,7723,42011,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,2,1,2.8,2,2,777,,,,,パチスロ鉄拳３ＥＥ,20140428,4S0216,,,,,,,,,●,,,,●,37,山佐,2014/4/28,,E,7424
202306,49,ニューギン,2,p7426,まじかる☆タルるートくん,マジカルタルルートクン,マジカルタルルートクン,9999,2,20140706,6000,http://www.newgin.co.jp/pub/machine/taruruto/,898,41878,756,41969,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,3,1,2,3,2,999,,,,,まじかる☆タルるートくんＺ,20140512,4S0168,,,,,,,,,,,,,●,22,ニューギン,2014/5/12,,E,7426
202317,18,オリンピア,2,p7432,みどりのマキバオー届け！！日本一のゴールへ！！,ミドリノマキバオードドケニホンイチノゴールヘ,ミドリノマキバオードドケニホンイチノゴールヘ,9999,2,20140721,20000,http://www.olympia.co.jp/newmachine/makibao2/index.html,5225,41878,2956,42025,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,3,1,2,3,2,760,,,,96.4% 97.7% 100.0% 104.2% 108.7% 113.3%,みどりのマキバオー２Ｅ２,20140602,4S0283,,,,,,,,,●,,,,●,45,平和,2014/6/2,,E,7432
202319,15,岡崎産業,2,p7437,娘娘娘,ニャンニャンムスメ,ニャンニャンムスメ,9999,1,20140706,,http://www.okazakisangyo.com/slot/NNN/index.html,95,41864,96,41976,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,2,1,2.8,2,2,999,,,,,ニャンニャンムスメＮ１,20140512,4S0172,,,,,,,,,,,,,●,33,岡崎産業,2014/5/12,,,7437
202325,60,藤商事,2,p7447,リング呪いの７日間,リングノロイノナノカカン,リングノロイノナノカカン,9999,2,20140721,10000,http://www.fujimarukun.co.jp/products/machine/s_ring/sp/index.html,17093,42011,7454,42242,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,2,1,3,1,2,999,,,,97.20% 98.60% 100.60% 104.10% 107.20% 113.20%,パチスロ　リング　ノロイノナノカカンＦＳＢ,20140331,4S0053,,,,,,,,,,,,,●,44,藤商事,2014/3/31,,E,7447
202336,21,京楽,2,p7453,ぱちスロ必殺仕事人,ヒッサツシゴトニン,ヒッサツシゴトニン,9999,3,20140721,40000,http://www.kyoraku.co.jp/product_site/2014/hissatsu/,30339,41878,7587,41948,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,3,1,2,3,2,999,,,,,パチスロ必殺仕事人Ｂ,20140609,4S0365,,,,,,,,,,,5号機,,●,34,京楽,2014/6/9,,C,7453
202337,66,メーシー,2,p7455,やじきた道中記乙,ヤジキタドウチュウキ,ヤジキタドウチュウキ,9999,1,20140803,,http://yajikita-777.com/,18400,41885,6141,42032,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,2,1,2.5,2,2,関所チャレンジ10回,,,,,やじきた道中記乙ＭＤ,20140707,4S0437,,,,,,,,,●,,,,●,30,ユニバーサル,2014/7/7,,E,7455
202338,20,北電子,2,p7461,ヘルシング,ヘルシング,ヘルシング,9999,2,20140803,1500,http://kitac-hellsing.com/,1175,41885,942,41885,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,4,1,1.4,5,2,1400,,,,,ヘルシングＴＨ,20140623,3S1259,,,,,,,,,,,5号機,,●,47,北電子,2014/6/23,,C,7461
202343,20,北電子,2,p7464,ワイワイマハロ‐３０,ワイワイマハロ,ワイワイマハロ,9999,1,20140803,2000,http://www.kitadenshi.co.jp/products/2014/wwm/index.html,2514,41885,416,41885,,2015/2/9 18:03,2015/2/9 18:03,,,,,,,,,,,,,2,1,5,,8,2,,ＢＢ約312枚　ＲＢ約130枚　,,,97.4% 98.7% 100.8% 103.4% 106.3% 110.5%,ワイワイマハロＫＫ‐３０,20140623,4S0307,,,,,,,,,,,5号機,,●,47,北電子,2014/6/23,,C,7464
202344,20,北電子,2,p7465,ニューアイムジャグラーＥＸ‐ＫＴ,ニューアイムジャグラー,ニューアイムジャグラー,9999,1,20140803,7000,http://www.kitadenshi.co.jp/products/2012/new_ex.html,34218,42900,4082,43880,,2015/2/9 18:03,2015/2/9 18:03,,,,,,,,,,,,,1,1,5,,8,2,,ＢＢ約325枚　ＲＢ約104枚　,,,95.9% 96.7% 98.7% 100.8% 102.8% 105.2% ,ニューアイムジャグラーＥＸ‐ＫＴ,20140623,4S0096,,,,,,,,,,,5号機,,●,47,北電子,2014/6/23,,D,7465
202345,36,タイヨーエレック,2,p7469,バーチャファイターＺＳ,バーチャファイター,バーチャファイター,9999,2,20140803,10000,http://www.taiyoelec.co.jp/user/patchislo/products/ps_virtuafighter/,6601,41878,3056,41976,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,2,1,2.5,2,2,15周期,,,初当り合算：1/274.2 1/265.2 1/252.4 1/224.4 1/200.2 1/177.3,,パチスロ　バーチャファイターＺＳ,20140609,4S0316,,,,,,,,,,,5号機,,●,16,サミー,2014/6/9,,C,7469
202361,13,エンターライズ,2,p7480,戦国ＢＡＳＡＲＡ３,センゴクバサラ,センゴクバサラ,9999,2,20140831,20000,http://www.enterrise.co.jp/slot/product09/index.html,17165,41906,5206,42011,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,3,1,2.2,3,1,996,,,,,戦国ＢＡＳＡＲＡ３ＺＶ,20140714,4S0395,,,,,,,,,,,5号機,,●,11,エンターライズ,2014/7/14,,C,7480
202362,62,ベルコ,2,p7481,スーパービンゴネオ,スーパービンゴネオ,スーパービンゴネオ,9999,1,20141019,20000,http://www.s-bellco.co.jp/bingo/,36553,42095,7763,42235,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,2,1,2.8,2,2,999,,,,,スーパービンゴネオＳ７,20140728,4S0597,,,,,,,,,●,,,,●,27,ベルコ,2014/7/28,,E,7481
202363,34,大都技研,2,p7482,押忍！サラリーマン番長,オスサラリーマンバンチョウ,オスサラリーマンバンチョウ,9999,1,20140907,100000,http://www.daitogiken.com/contents/product/slot/sbc/index.html,106002,42011,9734,42130,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,2,1,2.8,2,2,999,,,,,押忍！サラリーマン番長　俺に日本は狭すぎるＡ９,20140811,4S0483,,,,,,,,,●,,,,●,42,大都,2014/8/11,,E,7482
202365,12,エレコ,2,p7487,スロットバットマン,バットマン,バットマン,9999,3,20140921,,http://slot-batman.com/,17547,41927,5177,41934,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,3,1,2.3,3,1,999,,,,,ＳＬＯＴバットマンＢＬ,20140811,4S0475,,,,,,,,,●,,5号機,,●,30,ユニバーサル,2014/8/11,,E,7487
202366,72,ＤＡＸＥＬ,2,p7488,ささみさん＠がんばらないすろっと,ササミサンガンバラナイスロット,ササミサンガンバラナイスロット,9999,2,20140921,6000,http://www.daxel.co.jp/sasami/index.html,4557,42011,3305,42130,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,3,1,2,3,2,888,,,,,ささみさん＠がんばらないすろっとＤＡ,20140728,4S0456,,,,,,,,,,,5号機,,●,2,ＤＡＸＥＬ,2014/7/28,,C,7488
202374,28,ジェイピーエス,2,p7491,ドリームジャンボ,ドリームジャンボ,ドリームジャンボ,9999,1,20140928,2000,http://www.jps777.com/product/dj/,1959,41969,918,42214,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,2,1,3,1,2,1466,,,,,ドリーム幸福のチケットを君にジャンボＢＢ,20140714,4S0082,,,,,,,,,●,,,,●,5,ＪＰＳ,2014/7/14,,,7491
202375,26,三洋,2,p7492,パチスロ大海物語ｗｉｔｈＴ‐ＡＲＡ,オオウミモノガタリウィズティアラ,オオウミモノガタリウィズティアラ,9999,2,20141005,10000,http://www.umi-island.jp/slot_ooumi/,3331,41941,2120,41948,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,2,2,2.8,2,2,,,,,,パチスロ大海物語ＫＤ,20140602,4S0253,,,,,,,,,,,5号機,,●,36,三洋,2014/6/2,,C,7492
202376,3,アクロス,2,p7494,沖ドキ！,オキドキ,オキドキ,9999,1,20140817,,http://okidoki777.com/,14983,42872,2349,42375,,2015/3/9 13:08,2015/3/9 13:08,,,,,,,,,,,,,1,2,1,3,1,2,1000,,,,,沖ドキ！ＬＬ,20140602,4S0298,,,,,,,,,,,5号機,,●,30,ユニバーサル,2014/6/2,,C,7494
202377,3,アクロス,2,p7495,沖ドキ！‐３０,オキドキ,オキドキ,9999,1,20140817,,http://okidoki777.com/,33407,42865,1861,42382,,2015/3/9 13:08,2015/3/9 13:08,,,,,,,,,,,,,2,2,1,3,1,2,1000,,,,,沖ドキ！ＬＬ‐３０,20140602,4S0320,,,,,,,,,,,5号機,,●,30,ユニバーサル,2014/6/2,,C,7495
202378,52,パイオニア,2,p7496,ニューキングハナハナ‐３０,ニューキングハナハナ,ニューキングハナハナ,9999,1,20141005,11000,http://www.slot-pioneer.co.jp/product/new_king_hanahana/index.html,17853,42193,1698,42466,,2015/2/9 18:03,2015/2/9 18:03,,,,,,,,,,,,,2,1,5,,8,1,,ＢＢ312枚 ＲＢ130枚,,,,ニューキングハナハナＤＸ‐３０,20140728,4S0458,,,,,,,,,,,5号機,,●,24,パイオニア,2014/7/28,,B,7496
202379,49,ニューギン,2,p7497,パチスロ三國志,サンゴクシ,サンゴクシ,9999,2,20141005,5000,http://www.newgin.co.jp/pub/machine/sangokushi/,4457,42032,3266,42046,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,2,1,2.8,2,2,1150,,,,,パチスロ三國志Ｘ,20140811,4S0504,,,,,,,,,●,,,,●,22,ニューギン,2014/8/11,,E,7497
202380,30,スパイキー,2,p7498,ＢＬＡＣＫ　ＬＡＧＯＯＮ２,ブラックラグーン,ブラックラグーン,9999,2,20150315,12000,http://www.spiky.co.jp/slot/lagoon2/,7183,42158,3600,42305,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,4,1,1.6,4,2,1280,,,,,ブラックラグーン２ＣＣ,20140811,4S0542,,,,,,,,,,,5号機,,●,18,スパイキー,2014/8/11,,C,7498
202381,35,タイヨー,2,p7504,バビロンｗｉｔｈ桜丘ショコラ,バビロンウィズサクラオカショコラ,バビロンウィズサクラオカショコラ,9999,3,20141005,,http://www.taiyo-slot.co.jp/babylon/,154,41941,113,41948,,2014/9/22 14:17,2014/9/22 14:17,,,,,,,,,,,,,1,1,5,,8,2,,,,,,バビロンＡ,20140908,4S0663,,,,,,,,,,,5号機,,●,19,タイヨー,2014/9/8,,E,7504
202394,39,高砂,2,p7513,戦律のストラタス,センリツノストラタス,センリツノストラタス,9999,2,20141005,8000,http://www.takasago-ei.jp/slot/stratus/,4964,41983,3366,42165,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,2,1,3,1,2,999,,,,,戦律のストラタスＪＷ,20140825,4S0609,,,,,,,,,●,,,,●,15,コナミ,2014/8/25,,E,7513
202395,68,山佐,2,p7514,バーストエンジェル,バーストエンジェル,バーストエンジェル,9999,2,20141019,5000,http://www1.yamasa.co.jp/brt/,6552,41955,3015,42046,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,2,1,2.7,2,2,999,,,,,パチスロバーストエンジェルＥＥ,20140428,4S0192,,,,,,,,,●,,,,●,37,山佐,2014/4/28,,E,7514
202399,18,オリンピア,2,p7517,カウボーイビバップ,カウボーイビバップ,カウボーイビバップ,9999,2,20141026,12000,http://www.olympia.co.jp/newmachine/ps_cowboybebop/index.html,13444,41969,4352,42011,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,2,1,2.5,2,2,999,,,,,パチスロカウボーイビバップＣ１,20140908,4S0638,,,,,,,,,●,,,,●,45,平和,2014/9/8,,E,7517
202418,14,オーイズミ,2,p7543,ひぐらしのなく頃に煌,ヒグラシノナクコロニキラ,ヒグラシノナクコロニキラ,9999,2,20141116,10000,http://www.oizumi.co.jp/machine/higu2/index.html,9353,41983,3920,42011,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,2,1,2.7,2,2,999,,,,,パチスロひぐらしのなく頃に煌ＷＸ,20141014,4S0813,,,,,,,,,●,,,,●,12,オーイズミ,2014/10/14,,A,7543
202426,20,北電子,2,p7544,機動新撰組萌えよ剣今宵、花散る,キドウシンセングミモエヨケンコヨイハナチル,キドウシンセングミモエヨケンコヨイハナチル,9999,2,20141207,3000,http://kitac-moeyoken.jp/,2689,2015/1/7 0:00,1776,2015/1/14 0:00,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,3,1,1.5,4,1,1400,,,,,萌えよ剣　今宵花散るＴＫ,20141014,4S0408,,,,,,,,,,,5号機,,●,47,北電子,2014/10/14,,C,7544
202427,31,清龍ジャパン,2,p7548,トリプルクラウンＺＥＲＯ‐ＯＮＥ‐３０,トリプルクラウン,トリプルクラウン,9999,1,20141124,,http://seiryugame.co.jp/triplezero_one00.html,1491,42186,49,43173,,2015/2/5 18:42,2015/2/5 18:42,,,,,,,,,,,,,2,1,5,,8,2,,,,,,,,,,,,,,,,,,,5号機,,,39,清龍ジャパン,,,B,7548
202428,76,ＫＰＥ,2,p7549,Ｄｏｒｏｒｏｎえん魔くんメーラめら,ドロロンエンマクンメーラメラ,ドロロンエンマクンメーラメラ,9999,2,20141207,10000,http://www.kpenet.jp/slot/de/,7907,2015/1/7 0:00,4335,2015/6/3 0:00,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,3,1,2.3,3,2,999,,,,,ドロロンえん魔くんＫＮ,20140929,4S0753,,,,,,,,,,,5号機,,●,15,コナミ,2014/9/29,,C,7549
202439,62,ベルコ,2,p7564,スーパービンゴネオＳ２‐３０,スーパービンゴネオ,スーパービンゴネオ,9999,1,20141019,,,4996,42088,631,42095,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,2,2,1,2.8,2,2,999,,,,,スーパービンゴネオＳ２‐３０,20140707,4S0463,,,,,,,,,●,,,,●,27,ベルコ,2014/7/7,,E,7564
202440,60,藤商事,2,p7565,アレジン,アレジン,アレジン,9999,1,20141130,13000,http://www.fujimarukun.co.jp/products/machine/s_areddin/sp/index.html,18960,41997,3246,42095,,2014/11/11 13:00,2014/11/11 13:00,,,,,,,,,,,,,1,2,1,3,1,2,,,,,,アレジンＦＳＦ,20140811,4S0446,,,,,,,,,●,,,,●,44,藤商事,2014/8/11,,E,7565
202451,15,岡崎産業,2,p7569,トラッドザレジェンド,トラッドザレジェンド,トラッドザレジェンド,9999,1,20141103,,,150,41997,55,41997,,2014/11/4 14:52,2014/11/4 14:52,,,,,,,,,,,,,1,2,1,3,1,2,,,,,,トラッドザレジェンドＤ１,20141006,4S0450,,,,,,,,,,,,,●,33,岡崎産業,2014/10/6,,,7569
202453,79,ＳＡＮＫＹＯ,2,p7576,蒼穹のファフナー,ソウキュウノファフナー,ソウキュウノファフナー,9999,2,20141214,20000,http://www.sankyo-fever.co.jp/special/srt/index.html?r=product,17460,42018,6196,42186,,2015/3/9 13:08,2015/3/9 13:08,,,,,,,,,,,,,1,3,1,2.2,3,2,1000,,,,,パチスロ　蒼穹のファフナーＡ,20141110,4S0874,,,,,,,,,,,5号機,,●,6,ＳＡＮＫＹＯ,2014/11/10,,C,7576
202454,18,オリンピア,2,p7577,黄門ちゃま喝,コウモンチャマカツ,コウモンチャマカツ,9999,1,20150118,50000,http://www.olympia.co.jp/newmachine/ps_chama4/index.html,25803,42130,8113,42389,,2015/3/9 13:08,2015/3/9 13:08,,,,,,,,,,,,,1,2,1,2.5,2,2,999,,,,,パチスロ黄門ちゃま喝Ｄ１,20141006,4S0696,,,,,,,,,●,,,,●,45,平和,2014/10/6,,A,7577
202461,68,山佐,2,p7579,シーマスターララ、旅立ちのプレリュード,シーマスターララタビダチノプレリュード,シーマスターララタビダチノプレリュード,9999,1,20141214,7000,http://www1.yamasa.co.jp/sm2/,3396,42018,2008,42130,,2015/5/21 16:34,2015/5/21 16:34,,,,,,,,,,,,,1,2,1,2.2,3,2,931,,,,,シーマスター２ＧＧ,20141020,3S1138,,,,,,,,,,,5号機,,●,37,山佐,2014/10/20,,C,7579
202462,71,ロデオ,2,p7580,サラリーマン金太郎出世回胴編,サラリーマンキンタロウシュッセカイドウヘン,サラリーマンキンタロウシュッセカイドウヘン,9999,2,20150104,40000,http://www.slot-kintaro.jp/,37164,42032,7583,42130,,2015/2/5 15:02,2015/2/5 15:02,,,,,,,,,,,,,1,2,1,2.8,2,2,900,,,,,サラリーマン金太郎　出世回胴編ＸＦ,20140929,4S0784,,,,,,,,,,,5号機,,●,16,サミー,2014/9/29,,C,7580
202476,28,ジェイピーエス,2,p7598,テラシグマ,テラシグマ,テラシグマ,9999,1,20150118,1000,http://www.jps777.com/product/ts/#firstPage,600,42046,297,42046,,2016/10/20 16:09,2016/10/20 16:09,,,,,,,,,,,,,1,2,1,3,1,2,996,,,,,テラシグマＳＰ,20131007,2S1434,,,,,,,,,,,,,●,5,ＪＰＳ,2013/10/7,,,7598
